category,category_group,city,client_jobs_posted,client_rating,company,company_description,company_industry,company_size,description,employment_type,engagement_duration,id,job_type,location,posted_date,remote,salary,skills,source,title,url,weekly_hours
Web Development,"Web, Mobile & Software Dev",,25,4.89,,,,,I am seeking a skilled WordPress developer to update my website and ensure it is fully optimized for Google and mobile responsiveness. The goal is to improve the overall user experience and enhance site performance across all devices. The ideal candidate will have a strong understanding of responsive design principles and SEO best practices. Please include examples of previous work that demonstrate your expertise in WordPress updates and responsiveness.,,1 to 3 months,1664657,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['cms development', 'css', 'php', 'web design', 'web development', 'wordpress']",upwork,WordPress Website Update & Responsiveness Fix,https://www.upwork.com/freelance-jobs/apply/WordPress-Website-Update-Responsiveness-Fix_~021910048777465316398/,Less than 30 hrs/week
Scripts & Utilities,"Web, Mobile & Software Dev",,14,4.83,,,,,"We are seeking an experienced Python developer to finalize our algorithmic trading script. The ideal candidate will possess a strong understanding of trading strategies and be able to help set up the script for both paper trading and live trading environments. You will work closely with our team to ensure the script is optimized and meets our trading objectives. If you have a passion for finance and technology, we want to hear from you!",,1 to 3 months,1664653,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 20.0, 'max': 40.0, 'currency': 'USD', 'period': 'hour'}","['automation', 'data science', 'machine learning', 'python', 'scripting', 'scripting & automation']",upwork,Algorithm Trading Python Script Finalization and Setup,https://www.upwork.com/freelance-jobs/apply/Algorithm-Trading-Python-Script-Finalization-and-Setup_~021910048664511376546/,Less than 30 hrs/week
Web Development,"Web, Mobile & Software Dev",,11,5,,,,,"We are seeking an experienced WordPress developer to assist with updates and improvements to our existing WordPress site. The ideal candidate should be proficient in customizing themes, plugins, and ensuring overall site performance. This role will involve making specific updates as per our requirements and ensuring the site remains responsive and user-friendly. If you have a strong background in WordPress development and a keen eye for detail, we would love to hear from you!",,Less than 1 month,1664638,One-time project,United States,2025-04-09,False,"{'min': 30.0, 'max': 60.0, 'currency': 'USD', 'period': 'hour'}","['cms development', 'css', 'php', 'web design', 'web development', 'wordpress']",upwork,WordPress Developer Needed for Site Updates,https://www.upwork.com/freelance-jobs/apply/WordPress-Developer-Needed-for-Site-Updates_~021910048610547067817/,Less than 30 hrs/week
Scripts & Utilities,"Web, Mobile & Software Dev",,7,1,,,,,I’m looking for a skilled Python developer to create an automation script for MetaTrader 5 (MT5). The script will:• Link to a folder of set files• Open each set file in MT5 and run a backtest• Export the backtest graph as a CSV file• Save each CSV file with the same name as the set file• Close MT5 and repeat the process for all set files in the folderRequirements:• Experience with Python and the MetaTrader 5• Ability to automate the backtesting process and export results• Familiarity with handling CSV files and file operations in Python,,Less than 1 month,1664656,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 100.0, 'max': 100.0, 'currency': 'USD', 'period': 'fixed'}","['mt5', 'python', 'python script', 'scripting & automation']",upwork,Python Developer for MT5,https://www.upwork.com/freelance-jobs/apply/Python-Developer-for-MT5_~021910048575701183650/,
Digital Marketing,Sales & Marketing,,6,5,,,,,"**Job Description: Google Ads Specialist**We’re looking for an experienced Google Ads consultant to audit and optimize our current Search campaigns focused on bathroom remodeling services in Virginia. Our goal is to improve performance, reduce wasted spend, and get more qualified leads at a better cost-per-click.What We Need:Review of our existing Google Ads campaigns (1-2 campaigns currently running)Provide a detailed audit report with clear findings and improvement opportunitiesCompetitive analysis for keywordsRecommendations on:Bidding strategiesKeyword targeting & match typesAd copy improvementConversion tracking setupLanding page suggestions (optional)Final deliverable: A strategy report that outlines what we need to do next and how to implement changes.Bonus if you’ve worked with contractors or remodeling businesses beforePlease include your portfolio.",,Less than 1 month,1664654,One-time project,United States,2025-04-09,False,"{'min': 120.0, 'max': 150.0, 'currency': 'USD', 'period': 'hour'}","['google ads', 'google analytics', 'pay per click advertising', 'ppc campaign setup & management', 'search engine marketing']",upwork,Google Ads Specialist Needed for Targeted Campaigns,https://www.upwork.com/freelance-jobs/apply/Google-Ads-Specialist-Needed-for-Targeted-Campaigns_~021910048530164958254/,Less than 30 hrs/week
Digital Marketing,Sales & Marketing,,,,,,,,"We are seeking a skilled social media manager to create, run, and manage faceless social media accounts to effectively promote our LGBTQ app. The ideal candidate will have experience in creating engaging content, understanding social media trends, and actively engaging with the community in a respectful manner. You will be responsible for strategizing, scheduling posts, and analyzing performance metrics to maximize reach and engagement. If you are passionate about LGBTQ advocacy and possess strong social media skills, we want to hear from you!",,1 to 3 months,1664630,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 5.0, 'max': 12.0, 'currency': 'USD', 'period': 'hour'}","['facebook', 'instagram', 'social media content creation', 'social media management', 'social media marketing']",upwork,Social Media Manager for LGBTQ App Promotion,https://www.upwork.com/freelance-jobs/apply/Social-Media-Manager-for-LGBTQ-App-Promotion_~021910048257359872933/,Less than 30 hrs/week
Web Development,"Web, Mobile & Software Dev",,130,4.93,,,,,"We have an existing NextJS application that we want to convert to a Spring Boot application. Take the existing NextJS code and convert to a Spring Boot application.Existing code includes 5 backend APIs, Stripe payments integration, and 5 front end pages.The ideal candidate has Spring Boot experience, is familiar with NextJS.",,1 to 3 months,1664650,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['full stack development', 'java', 'javascript', 'restful api', 'spring', 'spring boot']",upwork,Spring Developer for Project,https://www.upwork.com/freelance-jobs/apply/Spring-Developer-for-Project_~021910048240614042786/,Less than 30 hrs/week
Data Extraction/ETL,Data Science & Analytics,,,,,,,,"We are seeking a skilled developer to troubleshoot and enhance our existing Python Playwright scraper for Facebook. The primary focus is to fix issues related to the extraction of author names and timestamps from comment sections. The ideal candidate should have experience with web scraping, specifically using Playwright, and a strong understanding of Python programming. If you have a proven track record of resolving similar issues and can deliver efficient solutions, we would love to hear from you!",,Less than 1 month,1664803,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 8.0, 'max': 50.0, 'currency': 'USD', 'period': 'hour'}","['data extraction', 'data scraping', 'python']",upwork,Fix Author and Timestamp Extraction in Facebook Playwright Scraper,https://www.upwork.com/freelance-jobs/apply/Fix-Author-and-Timestamp-Extraction-Facebook-Playwright-Scraper_~021910047618019552169/,Less than 30 hrs/week
Digital Marketing,Sales & Marketing,,,,,,,,"We’re looking for an experienced Google Ads SEM specialist to set up, optimize, and educate our team on running a results-driven search marketing campaign for ProShipper.com, a fast-growing e-commerce fulfillment provider serving clients across Canada and the U.S..We’re not just looking for someone to manage our campaigns long-term — we want someone to:•Set things up for success• Educate us on how to manage and scale it ourselves• And help us implement remarketing strategies to stay in front of potential leadsProject Scope Includes:• Full setup of a Google Ads campaign targeting relevant fulfillment-related keywords• Deep keyword research and targeting recommendations• Advising on or creating high-converting ad copy• Setting up a Google remarketing program to re-engage site visitors• Implementing conversion tracking and KPI dashboards• Defining benchmarks and performance metrics we should be tracking• Training our team on how to manage, optimize, and scale the campaigns over time• Suggestions on landing page optimization for lead generationTarget Market:• Companies globally looking to fulfill e-commerce orders in Canada• Canadian e-commerce companies looking for a fulfillment partnerYou’re a good fit if you:• Have 3+ years of hands-on experience with Google Ads & SEM strategy• Can walk us through real-world examples of successful campaigns• Have experience setting up remarketing campaigns• Can break down your strategy clearly and train non-experts• Know how to drive high-quality B2B leads, especially in logistics or e-commerceBonus Points If You:• Have worked with fulfillment or shipping companies• Understand the challenges of cross-border e-commerce in North America________________________________________To Apply, Please Include:• A short intro on why you’re a great fit for this project• Examples of similar campaigns you’ve run, including benchmarks (CPC, CTR, conversions, etc.)• An outline of how you'd approach this project and any tools you'd recommend• Experience (if any) with training internal teams",,1 to 3 months,1664655,Complex project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['campaign reporting', 'display ad', 'google ads', 'google adsense', 'google analytics', 'google tag manager', 'internet marketing', 'pay per click advertising', 'ppc campaign setup & management', 'search engine marketing']",upwork,"Google Ads SEM Consultant – Setup, Optimization & Training (E-commerce Fulfillment)",https://www.upwork.com/freelance-jobs/apply/Google-Ads-SEM-Consultant-Setup-Optimization-Training-commerce-Fulfillment_~021910047184236637346/,Less than 30 hrs/week
Mobile Development,"Web, Mobile & Software Dev",,1,0,,,,,"We're building a lean, mobile-first tipping app for service workers like hairstylists and barbers. The mobile experience should feel clean and be as intuitive as scanning a digital pass.About the MVP:The app will allow service providers to:Sign up using phone number verification (no email or password required)Tap to display their personal QR code in fullscreenAccept tips via mobile payments (no app needed for the customer)Track tip history and unlock credits based on activityRedeem credits toward branded physical signage through a built-in store interfaceWhat You’ll Build:React Native mobile app (iOS + Android)Backend using Firebase, Supabase, or NodeMobile payment integration (Stripe or another provider with support for future switching)QR code generation and display logicMilestone tracking system for tipping-based rewardsBasic in-app store to order signage (via third-party signage provider API)You Should Be Comfortable With:React Native and Firebase or NodePayment provider integrations (Stripe or similar)Designing mobile-first user flowsWorking independently to help define app logic and user experienceBonus: experience with print-on-demand integrations or store APIsAdditional Details:clearly defined weekly milestonesWe’re moving fast but thoughtfully — clean code and smart architecture are importantPlease share your availability and examples of relevant mobile projects you’ve worked on",,1 to 3 months,1664639,Complex project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 15.0, 'max': 23.0, 'currency': 'USD', 'period': 'hour'}","['app architecture', 'mobile app development', 'node', 'qr code generation', 'react', 'rest api', 'stripe api', 'ui/ux prototyping']",upwork,React Native Full-Stack Dev for Mobile Tipping App MVP,https://www.upwork.com/freelance-jobs/apply/React-Native-Full-Stack-Dev-for-Mobile-Tipping-App-MVP_~021910047137651835950/,Not Sure
Digital Marketing,Sales & Marketing,,2,0,,,,,"We are seeking a talented Social Media Content Creator to help elevate our brand's online presence. The ideal candidate will be responsible for creating engaging, high-quality content tailored for various social media platforms. This role involves developing creative strategies, writing compelling copy, and utilizing design tools to produce eye-catching visuals. If you have a passion for storytelling and a strong understanding of social media trends, we want to hear from you!",,1 to 3 months,1664644,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 8.0, 'max': 25.0, 'currency': 'USD', 'period': 'hour'}","['content writing', 'instagram', 'social media content', 'social media management', 'social media marketing']",upwork,Social Media Content Creator Needed,https://www.upwork.com/freelance-jobs/apply/Social-Media-Content-Creator-Needed_~021910046968158284713/,Less than 30 hrs/week
Digital Marketing,Sales & Marketing,,6,5,,,,,"We are looking for a passionate Pinterest Traffic Growth Specialist to help enhance our presence on Pinterest for our website and Etsy store. As we are new to Pinterest, we need assistance in creating engaging content and strategizing our approach to attract more visitors. If you have experience in Pinterest marketing and can share proven strategies, we would love to hear from you. Your expertise in content creation and audience engagement will be pivotal in driving traffic to our platforms.",,Less than 1 month,1664659,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 8.0, 'max': 15.0, 'currency': 'USD', 'period': 'hour'}","['pinterest', 'search engine optimization', 'seo keyword research', 'social media marketing']",upwork,Pinterest Traffic Growth Specialist Needed for Website and Etsy Store,https://www.upwork.com/freelance-jobs/apply/Pinterest-Traffic-Growth-Specialist-Needed-for-Website-and-Etsy-Store_~021910046544508808354/,Less than 30 hrs/week
AI & Machine Learning,Data Science & Analytics,,3,0,,,,,"We are seeking an experienced AI/ML developer to create a custom solution that unifies the artistic style across multiple AI-generated images (from Midjourney, DALL-E, etc.). The end goal is to produce images that share the same “brushstroke” style and can be upscaled for large-format printing (e.g., 4 ft x 4 ft) without losing quality.### Project Scope & Deliverables:1. Neural Style Transfer Implementation- Develop or fine-tune a model (PyTorch or TensorFlow) to apply a consistent “oil painting” style across diverse images.- Ensure stylistic consistency for different scenes or subjects (e.g., portraits, landscapes).2. High-Resolution Upscaling- Implement state-of-the-art super-resolution techniques (e.g., ESRGAN or Real-ESRGAN) to preserve detail at large sizes (A0, A1, or 4 ft x 4 ft).- Maintain clarity and texture fidelity after upscaling.3. Customization & Ownership- We will provide reference/style images and test data.- We require full ownership of the final program and source code (including the final trained model/checkpoints).4. Integration & Ease of Use- Ideally deliver a user-friendly script or small application that can accept new images and process them automatically.- Provide clear documentation for setup and usage.### Additional Details:- Timeline: Sooner is better. Please share your estimated turnaround time.- Budget: Flexible; open to discussing either fixed-price or hourly.- Communication: Must be comfortable discussing scope and providing progress updates.- Required Expertise:- Deep learning frameworks (PyTorch/TensorFlow)- Neural style transfer (Gatys-style NST, FastNST, LoRA, or custom approach)- Super-resolution/upscaling (ESRGAN, Real-ESRGAN, or similar)- Image processing & computer vision best practices- GPU-based development experience is a plusIf you have a proven track record in AI-driven image manipulation, style transfer, or upscaling for print, we’d love to see examples of your work or portfolio.",,1 to 3 months,1664645,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 18.0, 'max': 27.0, 'currency': 'USD', 'period': 'hour'}","['ai', 'dall-e api', 'deep learning', 'image processing', 'midjourney ai', 'neural network', 'tensorflow']",upwork,Neural Style Transfer & High-Resolution Image Upscaling Developer Needed,https://www.upwork.com/freelance-jobs/apply/Neural-Style-Transfer-High-Resolution-Image-Upscaling-Developer-Needed_~021910046161945947049/,Less than 30 hrs/week
Web Development,"Web, Mobile & Software Dev",,11,5,,,,,We use iubenda to manage our privacy/cookie policies and consent banners. Looking for a dev with specific experience with both iubenda and Shopify to assist with some minor CSS modifications to the default appearance of the banners provided by iubenda.,,Less than 1 month,1664649,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['css', 'front-end development', 'html', 'html5', 'iubenda', 'javascript', 'shopify', 'web development']",upwork,Frontend dev for iubenda integration update,https://www.upwork.com/freelance-jobs/apply/Frontend-dev-for-iubenda-integration-update_~021910045876393536425/,Less than 30 hrs/week
Market Research & Product Reviews,Admin Support,,8,4.98,,,,,"We are seeking a detail-oriented data researcher to compile a 100 comprehensive list of leadership contacts from all aged care facilities in Australia. The desired contacts include CEOs, Facility Managers, CFOs, and Directors of Nursing. Successful candidates must demonstrate proficiency in data gathering and verification, ensuring the accuracy of the information provided. This project requires meticulous attention to detail and the ability to navigate various databases and platforms to retrieve contact information efficiently.",,Less than 1 month,1664643,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 10.0, 'max': 10.0, 'currency': 'USD', 'period': 'fixed'}","['company research', 'contact list', 'data entry', 'data mining', 'general research services', 'lead generation', 'market research', 'microsoft excel', 'prospect list']",upwork,Data Researcher for Australian Aged Care Facility Leadership Contact List,https://www.upwork.com/freelance-jobs/apply/Data-Researcher-for-Australian-Aged-Care-Facility-Leadership-Contact-List_~021910045737432050601/,
Editing & Proofreading Services,Writing,,1031,4.99,,,,,looking for someone to help with a christian book review,,Less than 1 month,1664789,One-time project,United States,2025-04-09,False,,"['christian', 'christian theology', 'copy editing']",upwork,Christian book review,https://www.upwork.com/freelance-jobs/apply/Christian-book-review_~021910045597600711589/,Less than 30 hrs/week
3D Modeling & CAD,Engineering & Architecture,,0,0,,,,,"Looking for talented freelance ARCHICAD technician to help with Architecture project in the Miami market. Projects include multi-family, restaurant, hospitality.We are a small boutique firm and looking for additional help.This is NOT for AutoCad or REVIT work, must be proficient in ARCHICAD.",,3 to 6 months,1664641,Ongoing project,United States,2025-04-09,False,"{'min': 30.0, 'max': 50.0, 'currency': 'USD', 'period': 'hour'}","['3d modeling & rendering', 'archicad', 'architecture']",upwork,ARCHICAD Technician/Draftsman freelance,https://www.upwork.com/freelance-jobs/apply/ARCHICAD-Technician-Draftsman-freelance_~021910045409211378850/,More than 30 hrs/week
Mobile Development,"Web, Mobile & Software Dev",,5,5,,,,,"I am looking to improve upon my MVP. This entails:- Implementing the new design which has primarily all of the old functionalities, with slight improvements.- Improving our database by replacing Airtable with a more stable and reliable database. Currently the app's data only shows sometimes. Still unable to determine why some people can see the data and why others cannot- Booking integrations - Needs to be able to successfully integrate with third party travel API's that allow us to implement booking on a cost per transaction basis rather than a % commission basis- Ensure that I walk away with a decent app that people can actually use, not looking to lose more money with inexperienced developers- Should know how to problem solve and think critically. My app is not an easy task. Practice self awareness for just a moment. Do not overestimate your abilities.- If you do not have familiar experience with travel/ travel apps that you have worked on and successfully implemented booking, your proposal will be denied. Do not waste your time or mine.Find us on the App Store at the following link: https://apps.apple.com/us/app/travel-hotline/id6476115683Attached you will find a requirements doc with a bit more detail. Looking forward to seeing your detailed proposals.",,1 to 3 months,1664637,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 500.0, 'max': 500.0, 'currency': 'USD', 'period': 'fixed'}","['airtable api', 'android', 'booking management system', 'ios', 'ios development', 'mobile app development', 'smartphone', 'swift', ""travel api's""]",upwork,"iOS Developer for Travel App - Bug fixes, backend, new design and reservation implementation needed - Contract to Hire",https://www.upwork.com/freelance-jobs/apply/iOS-Developer-for-Travel-App-Bug-fixes-backend-new-design-and-reservation-implementation-needed_~021910044724349977646/,
Web & Mobile Design,"Web, Mobile & Software Dev",,11,4.69,,,,,"See attached, this is for a commodity trading platform. The website / app will facilitate deals taking away the lethargic and often times scammer heavy environment for trade by introducting streamlined KYC and deal structuring.",,Less than 1 month,1664773,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 200.0, 'max': 200.0, 'currency': 'USD', 'period': 'fixed'}","['commodities', 'prototyping', 'trading automation', 'user interface design', 'ux/ui design', 'web design']",upwork,UI/UX Design Brief: Web & Mobile App for Commodity Trading & Barter System,https://www.upwork.com/freelance-jobs/apply/Design-Brief-Web-Mobile-App-for-Commodity-Trading-Barter-System_~021910044520070595630/,
Web Development,"Web, Mobile & Software Dev",,10,5,,,,,"Job Offer: C++/GPU Developer (OpenCL/CUDA)💼 Contract Type: Freelance / Short-Term Project🔎 Required SkillsWe are looking for a programmer with strong expertise in:GPU programming using OpenCL and CUDAOffloading heavy computations to parallel GPUs (algorithms, deep learning, cryptography)NVIDIA/AMD Radeon interoperabilityC++/C programming for Linux and Windows🎯 Job DescriptionWe want to implement the PCFG model in Hashcat, as described in the ""Implementation of PCFG model"" section of the following university paper:📄 Source: https://dl.acm.org/doi/fullHtml/10.1145/3678890.3678919The paper provides sufficient details for someone familiar with C and Hashcat to implement it efficiently.💡 If you already have an existing native implementation of PCFG in Hashcat, feel free to contact me as well.",,Less than 1 month,1664652,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 200.0, 'max': 200.0, 'currency': 'USD', 'period': 'fixed'}","['c', 'cryptography', 'cuda', 'distributed computing', 'elliptic curve cryptography', 'full stack development', 'opencl']",upwork,Implement PCFG model in Hashcat,https://www.upwork.com/freelance-jobs/apply/Implement-PCFG-model-Hashcat_~021910044232167648169/,
Information Security & Compliance,IT & Networking,,1,0,,,,,"We are seeking a skilled professional to help craft and tailor a comprehensive CV for a seasoned cybersecurity expert with 18 years of experience. The focus will be on creating distinct profiles for roles such as Security Architect, Cyber Director, Cyber Risk, Vulnerability Management, Cyber Manager, Dev Sec Ops, Cloud Security and Cyber Consultant, Cyber Solutions Pre Sales. The ideal candidate will understand how to highlight relevant skills and accomplishments to appeal to each specific role. Experience in cybersecurity and resume writing is essential.",,1 to 3 months,1664670,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 50.0, 'max': 50.0, 'currency': 'USD', 'period': 'fixed'}","['content writing', 'cover letter writing', 'information security', 'resume writing', 'writing']",upwork,Cybersecurity CV and Profile Tailoring Expert Needed,https://www.upwork.com/freelance-jobs/apply/Cybersecurity-and-Profile-Tailoring-Expert-Needed_~021910044201230855330/,
Management Consulting & Analysis,Accounting & Consulting,,5,3.55,,,,,"We are seeking an experienced business consultant to help us establish a selling business in the UK. The ideal candidate will possess a strong understanding of the UK market, e-commerce platforms, and business regulations. Your role will include market research, strategizing product offerings, and setting up logistics. If you have a proven track record in launching successful businesses, we want to hear from you!",,1 to 3 months,1664671,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['lead generation', 'management consulting', 'relationship management', 'sales']",upwork,Business Consultant Needed to Launch a Selling Business in the UK,https://www.upwork.com/freelance-jobs/apply/Business-Consultant-Needed-Launch-Selling-Business-the_~021910042482554045349/,Less than 30 hrs/week
Photography,Design & Creative,,17,5,,,,,"Hello,I run SYcreatives Studio (sycreatives.com/), a Canada-based product photography & design business. I regularly receive product shipments from U.S. brands and have an ongoing need for reliable US-based product photographers who can help with clean, high-resolution product photography.I’m looking for photographers who can:- Shoot white background product photos (pure white, high f-stops, high resolution)- No editing required – just clean, camera-focused, properly exposed images- Deliver fast turnarounds of 2-3 days and maintain consistent qualityThis is a long-term collaboration. I typically handle 10–15 projects per month, and I would forward those to you depending on your availability.Each product will need multiple angles / shots from all sides. No post-production neededExample of what I’d need for each project:https://www.playbook.com/s/shahzebyounas/PxqE9HufGuCHjJpHmncUipcfPlease also let me know if you can provide:- Lifestyle shots with hand models- Lifestyle shots with face models- Rates for these services per projectRequirements:- Based in the United States- Experience in white background and/or lifestyle product photography- Reliable communication and ability to meet deadlinesYou can view the types of products I typically work with on my website:https://sycreatives.com/Please include in your proposal:Your rates for white background product photography (I prefer fixed pricing per project, can be adjusted for complex products)Turnaround time per projectRates for lifestyle photography with hand/face models (if applicable)A link to your portfolio or recent product photography workLooking forward to building a solid working relationship!Best,ShahzebSYcreatives Studio",,More than 6 months,1664797,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 20.0, 'max': 50.0, 'currency': 'USD', 'period': 'hour'}","['photography', 'product photography']",upwork,Ongoing Product Photographer (White Background & Lifestyle Shots – U.S. Based),https://www.upwork.com/freelance-jobs/apply/Ongoing-Product-Photographer-White-Background-Lifestyle-Shots-Based_~021910042086680488873/,More than 30 hrs/week
Corporate & Contract Law,Legal,,7,0,,,,,"We are seeking an experienced contract law expert to provide consultation services. The ideal candidate will assist with reviewing, drafting, and advising on various contracts to ensure compliance and protect our interests. You should have a strong understanding of contract law principles and be able to communicate complex legal concepts clearly. This is a great opportunity to help our team navigate legal challenges in our projects.",,More than 6 months,1664800,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['business & corporate law', 'construction', 'contract law', 'corporate law', 'intellectual property law', 'land development', 'legal', 'legal consulting', 'legal research', 'legal writing', 'partnership agreement', 'residential and commercial design', 'state bar of california', 'tax law']",upwork,Contract Law Expert Needed for Consultation,https://www.upwork.com/freelance-jobs/apply/Contract-Law-Expert-Needed-for-Consultation_~021910041944524669998/,Hours to be determined
Art & Illustration,Design & Creative,,,,,,,,"I'm looking for a 2D stick figure animator to create engaging videos on a weekly basis, similar to the style seen on these channels : [https://www.youtube.com/@GoodEnoughAnimation,https://youtube.com/@chilldudeexplains?si=7ulY2DFvv22ZqYLd,https://youtube.com/@extremehistory.x?si=Y4kf79cN_Jc288-8,https://youtube.com/@animatedlifelines?si=Iez23K1Z78g57ODt].The videos will feature a combination of A-roll with my avatar and B-roll stick figure animations that align with the voice-over.What I’ll Provide:- My avatar for the A-roll- The voice-over for each videoWhat You’ll Create:- Engaging and creative B-roll stick figure animations that complement the voice-over- High-quality, visually appealing videos that follow the style of the examples provided.Please provide your rate per video and also samples of your previous work. This can become a long-term opportunity if the work is of high quality and meets my expectations.",,More than 6 months,1664765,Complex project,"Albania, Algeria, American Samoa",2025-04-09,False,,"['2d animation', 'adobe photoshop', 'adobe premiere pro', 'cartoons & comics', 'character animation', 'cutout animation', 'explainer video', 'illustration', 'stick figure', 'video production', 'whiteboard animation']",upwork,2D Stick Figure Animator for Weekly Video Creation - Contract to Hire,https://www.upwork.com/freelance-jobs/apply/Stick-Figure-Animator-for-Weekly-Video-Creation_~021910039844113695790/,Less than 30 hrs/week
Corporate & Contract Law,Legal,,,,,,,,"About UsWe believe the future is electric. From heating to transport, everything will run on clean electricity—and that future needs a new kind of power company.Capture Energy is Europe’s first battery-backed power company. We buy electricity when it’s cheapest and cleanest, store it in decentralised batteries, and manage it with our in-house software, Capture AI. The result? Cleaner, cheaper, more reliable power for homes and businesses.Right now, we’re focused on designing and installing the smartest battery systems possible—combining on-site surveys, intelligent system design, and AI-driven optimisation. But this is just the beginning. Our goal is to build the first power company designed entirely for the electrified world.This isn’t your typical electrician job. Are you an experienced electrician who constantly looks for better ways to do things? Do you see how AI can improve design, surveying, and installation? Do you love batteries as much as we do? If so, let’s talk.Your RoleAct as our Qualified Technical Person (QTP) for MCS purposes—overseeing all technical aspects of certificationDesign residential and commercial battery systemsConduct surveys (remote and on-site)Coordinate sub-contractors to maintain best-in-class qualityLead and manage G98/G99 applications and approvalsWhat You BringMinimum 3 years of experience as a certified electrician working under MCSStrong technical competence in battery storage and solar PV, in line with MCS standardsProactive mindset—you’re constantly seeking smarter ways to do thingsFluency with digital tools and a dislike for paper-based processesVehicle for site visits (must be within ~50km of London)🤝 What We OfferA unique opportunity to help build the future of energyRemote-first work with flexible schedulingA mission that truly mattersCompetitive compensationPathway to a full-time or lead role as we scaleYour Path to Joining UsApply via the form: https://captureenergy.notion.site/1bfe7986daa780a89dd5ddb67f966364?pvs=1051-hour in-person interviewStart shaping the future of electricity",,More than 6 months,1664802,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,True,"{'min': 22.5, 'max': 25.0, 'currency': 'USD', 'period': 'hour'}","['ai', 'business & corporate law', 'mechanical, electrical & plumbing systems', 'site survey']",upwork,Electrician (Part-Time / Contract) - Contract to Hire,https://www.upwork.com/freelance-jobs/apply/Electrician-Part-Time-Contract_~021910039242935714862/,Less than 30 hrs/week
Digital Marketing,Sales & Marketing,,47,5,,,,,We are seeking an experienced specialist to assist with the removal of a negative revies from our Google My Business profile. The ideal candidate should have a proven track record in successfully navigating GMB policies and procedures to effectively manage reviews and enhance our online reputation. Your expertise is crucial in ensuring a positive digital presence for our business. Please provide examples of past work or success stories in GMB review management.,,Less than 1 month,1664843,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 25.0, 'max': 25.0, 'currency': 'USD', 'period': 'fixed'}","['google ads', 'google analytics', 'marketing strategy', 'search engine optimization', 'seo', 'seo keyword research']",upwork,Google My Business Review Removal Specialist,https://www.upwork.com/freelance-jobs/apply/Google-Business-Review-Removal-Specialist_~021910038102333148796/,
Web Development,"Web, Mobile & Software Dev",,26,4.95,,,,,"using teamviewer only, log into our machine where we will show you the original file which CANNOT be removed, verify through a process you discuss as the means to identify the copies of the original file, and proceed to remove the files one by one after our confirmation.",,Less than 1 month,1664663,One-time project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 10.0, 'max': 20.0, 'currency': 'USD', 'period': 'hour'}","['database', 'front-end development', 'mysql']",upwork,Remove duplicate back-up files at server,https://www.upwork.com/freelance-jobs/apply/Remove-duplicate-back-files-server_~021910037263407443106/,Less than 30 hrs/week
Digital Marketing,Sales & Marketing,,0,0,,,,,"We are looking for a crowdfunding expert to help us finalize our Indiegogo campaign for our innovative patent-pending XR technology. The ideal candidate will be experienced in crafting compelling copy, designing attractive perks, creating engaging visuals, and managing the backend logistics of the campaign. This project is led by veterans and embodies a unique, glitch-koala aesthetic that reflects our brand. If you have a passion for crowdfunding and a knack for storytelling, we would love to hear from you!",,1 to 3 months,1664814,Ongoing project,"Albania, Algeria, American Samoa",2025-04-09,False,"{'min': 10.0, 'max': 25.0, 'currency': 'USD', 'period': 'hour'}","['campaign management', 'campaign reporting', 'crowdfunding', 'facebook', 'marketing strategy', 'public relations']",upwork,Crowdfunding Expert Needed for Indiegogo Campaign for XR Tech,https://www.upwork.com/freelance-jobs/apply/Crowdfunding-Expert-Needed-for-Indiegogo-Campaign-for-Tech_~021910036861895109794/,Less than 30 hrs/week
